Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HY,AY,HR,AR,HC,AC,HST,AST,HF,AF,BTTS,HomeGoalsAvg,AwayGoalsAvg,GoalDiff,HY_avg,AY_avg,HR_avg,AR_avg,HC_avg,AC_avg,HST_avg,AST_avg,HF_avg,AF_avg,Home_Win_Streak,Home_BTTS_Streak,Home_CleanSheet_Streak,Away_Win_Streak,Away_BTTS_Streak,Away_CleanSheet_Streak
2025-11-02,FC Koln,Hamburg,4,1,H,1,6,0,2,2,3,10,5,8,18,1,2.3333333333333335,0.3333333333333333,2.0,1.1666666666666667,2.5,0.0,0.5,4.333333333333333,3.8333333333333335,6.166666666666667,4.0,9.0,13.5,1,5,0,2,4,0
2025-11-02,Wolfsburg,Hoffenheim,2,3,A,0,2,0,0,2,2,6,4,10,17,1,1.4285714285714286,2.0,-0.5714285714285714,2.0,2.142857142857143,0.14285714285714285,0.0,4.285714285714286,4.571428571428571,5.0,4.857142857142857,12.0,14.285714285714286,1,5,0,3,3,1
2025-11-07,Werder Bremen,Wolfsburg,2,1,H,2,0,0,0,13,3,7,4,13,8,1,1.3333333333333333,1.1666666666666667,0.16666666666666652,3.3333333333333335,2.1666666666666665,0.3333333333333333,0.0,5.166666666666667,3.0,4.833333333333333,3.1666666666666665,10.333333333333334,10.5,1,4,0,1,5,0
2025-11-08,Hamburg,Dortmund,1,1,D,1,1,0,0,2,6,3,1,14,8,1,1.7142857142857142,1.7142857142857142,0.0,2.142857142857143,2.2857142857142856,0.2857142857142857,0.14285714285714285,3.7142857142857144,3.7142857142857144,5.285714285714286,3.7142857142857144,12.571428571428571,12.142857142857142,2,4,0,3,3,2
2025-11-08,Hoffenheim,RB Leipzig,3,1,H,3,2,0,0,5,5,4,5,13,5,1,1.8333333333333333,1.4285714285714286,0.40476190476190466,1.8333333333333333,1.7142857142857142,0.0,0.0,6.5,6.0,4.5,4.285714285714286,15.0,10.142857142857142,3,3,1,3,2,3
2025-11-08,Leverkusen,Heidenheim,6,0,H,0,1,0,0,11,1,10,0,5,7,0,2.2857142857142856,0.6666666666666666,1.619047619047619,2.142857142857143,1.8333333333333333,0.2857142857142857,0.0,5.714285714285714,4.5,5.714285714285714,2.8333333333333335,9.0,10.833333333333334,2,2,1,2,3,0
2025-11-08,Union Berlin,Bayern Munich,2,2,D,2,4,0,0,6,5,4,4,8,8,1,1.4285714285714286,3.3333333333333335,-1.9047619047619049,3.2857142857142856,3.1666666666666665,0.14285714285714285,0.0,5.857142857142857,5.0,3.4285714285714284,8.166666666666666,16.285714285714285,9.833333333333334,1,3,2,4,3,2
2025-11-08,M'gladbach,FC Koln,3,1,H,2,3,0,0,2,6,4,5,11,13,1,1.0,1.1428571428571428,-0.1428571428571428,1.2857142857142858,2.2857142857142856,0.14285714285714285,0.0,4.571428571428571,3.7142857142857144,3.5714285714285716,3.2857142857142856,11.0,9.428571428571429,4,1,4,1,5,0
2025-11-09,Freiburg,St Pauli,2,1,H,2,2,0,0,9,3,4,2,8,12,1,2.1666666666666665,0.7142857142857143,1.452380952380952,2.0,1.5714285714285714,0.16666666666666666,0.0,6.0,3.142857142857143,5.0,2.2857142857142856,9.0,10.714285714285714,2,3,2,0,3,0
2025-11-09,Stuttgart,Augsburg,3,2,H,2,3,0,0,4,4,6,6,13,10,1,1.5,1.3333333333333333,0.16666666666666674,1.8333333333333333,3.3333333333333335,0.16666666666666666,0.0,4.833333333333333,2.6666666666666665,5.666666666666667,4.333333333333333,9.833333333333334,14.333333333333334,1,4,0,2,1,2
2025-11-09,Ein Frankfurt,Mainz,1,0,H,0,5,0,0,4,3,4,0,8,14,0,1.8333333333333333,1.0,0.8333333333333333,1.0,3.3333333333333335,0.0,0.3333333333333333,5.833333333333333,5.0,4.833333333333333,2.3333333333333335,9.333333333333334,12.5,2,3,1,0,2,0
2025-11-21,Mainz,Hoffenheim,1,1,D,3,2,1,0,7,4,3,5,13,13,1,0.7142857142857143,2.0,-1.2857142857142856,1.8571428571428572,2.142857142857143,0.42857142857142855,0.0,5.285714285714286,4.571428571428571,2.857142857142857,4.857142857142857,13.571428571428571,14.285714285714286,0,2,0,3,3,1
2025-11-22,Augsburg,Hamburg,1,0,H,2,3,1,0,4,3,6,6,13,10,0,1.2857142857142858,0.3333333333333333,0.9523809523809526,2.7142857142857144,2.5,0.14285714285714285,0.5,5.428571428571429,3.8333333333333335,4.0,4.0,12.0,13.5,2,1,2,2,4,0
2025-11-22,Bayern Munich,Freiburg,6,2,H,1,0,0,0,3,5,8,2,9,7,1,4.142857142857143,1.0,3.1428571428571432,1.7142857142857142,1.1428571428571428,0.0,0.14285714285714285,6.285714285714286,3.5714285714285716,8.285714285714286,2.7142857142857144,10.0,8.714285714285714,4,3,2,2,3,2
2025-11-22,Dortmund,Stuttgart,3,3,D,1,1,0,0,2,4,6,6,12,10,1,1.8333333333333333,1.7142857142857142,0.11904761904761907,0.8333333333333334,2.142857142857143,0.0,0.0,7.666666666666667,6.142857142857143,5.333333333333333,4.714285714285714,11.0,11.142857142857142,3,3,2,1,4,0
2025-11-22,Heidenheim,M'gladbach,0,3,A,2,0,0,0,4,5,2,4,13,12,0,1.1428571428571428,1.6666666666666667,-0.523809523809524,1.4285714285714286,1.6666666666666667,0.14285714285714285,0.0,5.142857142857143,5.333333333333333,4.0,5.833333333333333,10.428571428571429,11.166666666666666,2,3,0,4,1,4
2025-11-22,Wolfsburg,Leverkusen,1,3,A,2,1,0,0,9,1,10,3,12,7,1,1.4285714285714286,2.0,-0.5714285714285714,2.0,2.8333333333333335,0.14285714285714285,0.0,4.285714285714286,3.8333333333333335,5.0,3.6666666666666665,12.0,8.166666666666666,1,5,0,2,2,1
2025-11-22,FC Koln,Ein Frankfurt,3,4,A,0,0,0,0,3,3,5,7,6,5,1,2.3333333333333335,2.4285714285714284,-0.0952380952380949,1.1666666666666667,2.142857142857143,0.0,0.0,4.333333333333333,4.428571428571429,6.166666666666667,4.285714285714286,9.0,10.714285714285714,1,5,0,2,3,1
2025-11-23,RB Leipzig,Werder Bremen,2,0,H,1,2,0,0,13,7,13,6,5,7,0,3.0,1.4285714285714286,1.5714285714285714,1.5,2.4285714285714284,0.0,0.0,6.333333333333333,3.2857142857142856,7.666666666666667,4.428571428571429,8.666666666666666,9.142857142857142,3,2,3,1,4,0
2025-11-23,St Pauli,Union Berlin,0,1,A,1,1,0,0,8,2,3,3,10,8,0,1.0,1.0,0.0,2.0,1.1666666666666667,0.0,0.0,7.666666666666667,5.0,4.833333333333333,3.6666666666666665,11.166666666666666,10.333333333333334,0,3,0,1,3,2
2025-11-28,M'gladbach,RB Leipzig,0,0,D,0,3,0,0,5,6,1,4,9,9,0,1.0,1.4285714285714286,-0.4285714285714286,1.2857142857142858,1.7142857142857142,0.14285714285714285,0.0,4.571428571428571,6.0,3.5714285714285716,4.285714285714286,11.0,10.142857142857142,4,1,4,3,2,3
2025-11-29,Bayern Munich,St Pauli,3,1,H,1,1,0,0,10,2,4,1,5,8,1,4.142857142857143,0.7142857142857143,3.428571428571429,1.7142857142857142,1.5714285714285714,0.0,0.0,6.285714285714286,3.142857142857143,8.285714285714286,2.2857142857142856,10.0,10.714285714285714,4,3,2,0,3,0
2025-11-29,Hoffenheim,Augsburg,3,0,H,1,0,0,0,7,2,3,4,17,9,0,1.8333333333333333,1.3333333333333333,0.5,1.8333333333333333,3.3333333333333335,0.0,0.0,6.5,2.6666666666666665,4.5,4.333333333333333,15.0,14.333333333333334,3,3,1,2,1,2
2025-11-29,Union Berlin,Heidenheim,1,2,A,3,2,0,0,5,5,2,2,13,10,1,1.4285714285714286,0.6666666666666666,0.761904761904762,3.2857142857142856,1.8333333333333333,0.14285714285714285,0.0,5.857142857142857,4.5,3.4285714285714284,2.8333333333333335,16.285714285714285,10.833333333333334,1,3,2,2,3,0
2025-11-29,Werder Bremen,FC Koln,1,1,D,2,4,1,0,4,0,4,2,11,11,1,1.3333333333333333,1.1428571428571428,0.19047619047619047,3.3333333333333335,2.2857142857142856,0.3333333333333333,0.0,5.166666666666667,3.7142857142857144,4.833333333333333,3.2857142857142856,10.333333333333334,9.428571428571429,1,4,0,1,5,0
2025-11-29,Leverkusen,Dortmund,1,2,A,3,4,0,0,10,3,4,4,7,9,1,2.2857142857142856,1.7142857142857142,0.5714285714285714,2.142857142857143,2.2857142857142856,0.2857142857142857,0.14285714285714285,5.714285714285714,3.7142857142857144,5.714285714285714,3.7142857142857144,9.0,12.142857142857142,2,2,1,3,3,2
2025-11-30,Hamburg,Stuttgart,2,1,H,2,4,1,0,4,6,2,3,16,12,1,1.7142857142857142,1.7142857142857142,0.0,2.142857142857143,2.142857142857143,0.2857142857142857,0.0,3.7142857142857144,6.142857142857143,5.285714285714286,4.714285714285714,12.571428571428571,11.142857142857142,2,4,0,1,4,0
2025-11-30,Ein Frankfurt,Wolfsburg,1,1,D,1,4,0,0,14,1,3,3,7,9,1,1.8333333333333333,1.1666666666666667,0.6666666666666665,1.0,2.1666666666666665,0.0,0.0,5.833333333333333,3.0,4.833333333333333,3.1666666666666665,9.333333333333334,10.5,2,3,1,1,5,0
2025-11-30,Freiburg,Mainz,4,0,H,0,2,0,1,6,2,10,1,9,12,0,2.1666666666666665,1.0,1.1666666666666665,2.0,3.3333333333333335,0.16666666666666666,0.3333333333333333,6.0,5.0,5.0,2.3333333333333335,9.0,12.5,2,3,2,0,2,0
2025-12-05,Mainz,M'gladbach,0,1,A,2,1,0,0,8,6,2,5,12,4,0,0.7142857142857143,1.6666666666666667,-0.9523809523809524,1.8571428571428572,1.6666666666666667,0.42857142857142855,0.0,5.285714285714286,5.333333333333333,2.857142857142857,5.833333333333333,13.571428571428571,11.166666666666666,0,2,0,4,1,4
2025-12-06,Augsburg,Leverkusen,2,0,H,4,3,0,0,5,7,6,2,12,6,0,1.2857142857142858,2.0,-0.7142857142857142,2.7142857142857144,2.8333333333333335,0.14285714285714285,0.0,5.428571428571429,3.8333333333333335,4.0,3.6666666666666665,12.0,8.166666666666666,2,1,2,2,2,1
2025-12-06,FC Koln,St Pauli,1,1,D,0,1,0,0,5,4,8,1,6,6,1,2.3333333333333335,0.7142857142857143,1.619047619047619,1.1666666666666667,1.5714285714285714,0.0,0.0,4.333333333333333,3.142857142857143,6.166666666666667,2.2857142857142856,9.0,10.714285714285714,1,5,0,0,3,0
2025-12-06,Heidenheim,Freiburg,2,1,H,2,1,0,0,8,6,3,2,11,10,1,1.1428571428571428,1.0,0.1428571428571428,1.4285714285714286,1.1428571428571428,0.14285714285714285,0.14285714285714285,5.142857142857143,3.5714285714285716,4.0,2.7142857142857144,10.428571428571429,8.714285714285714,2,3,0,2,3,2
2025-12-06,Stuttgart,Bayern Munich,0,5,A,2,4,1,0,3,4,1,11,6,11,0,1.5,3.3333333333333335,-1.8333333333333335,1.8333333333333333,3.1666666666666665,0.16666666666666666,0.0,4.833333333333333,5.0,5.666666666666667,8.166666666666666,9.833333333333334,9.833333333333334,1,4,0,4,3,2
2025-12-06,Wolfsburg,Union Berlin,3,1,H,4,1,0,0,0,11,3,6,13,10,1,1.4285714285714286,1.0,0.4285714285714286,2.0,1.1666666666666667,0.14285714285714285,0.0,4.285714285714286,5.0,5.0,3.6666666666666665,12.0,10.333333333333334,1,5,0,1,3,2
2025-12-06,RB Leipzig,Ein Frankfurt,6,0,H,1,2,0,0,4,0,7,2,9,17,0,3.0,2.4285714285714284,0.5714285714285716,1.5,2.142857142857143,0.0,0.0,6.333333333333333,4.428571428571429,7.666666666666667,4.285714285714286,8.666666666666666,10.714285714285714,3,2,3,2,3,1
2025-12-07,Hamburg,Werder Bremen,3,2,H,1,6,0,0,5,3,6,3,8,13,1,1.7142857142857142,1.4285714285714286,0.2857142857142856,2.142857142857143,2.4285714285714284,0.2857142857142857,0.0,3.7142857142857144,3.2857142857142856,5.285714285714286,4.428571428571429,12.571428571428571,9.142857142857142,2,4,0,1,4,0
2025-12-07,Dortmund,Hoffenheim,2,0,H,0,2,0,0,7,5,4,3,7,9,0,1.8333333333333333,2.0,-0.16666666666666674,0.8333333333333334,2.142857142857143,0.0,0.0,7.666666666666667,4.571428571428571,5.333333333333333,4.857142857142857,11.0,14.285714285714286,3,3,2,3,3,1
2025-08-08,Birmingham,Ipswich,1,1,D,2,3,0,0,1,4,3,1,16,22,1,2.3333333333333335,1.6666666666666667,0.6666666666666667,1.8888888888888888,1.7777777777777777,0.1111111111111111,0.0,5.666666666666667,5.222222222222222,5.333333333333333,4.111111111111111,10.88888888888889,11.333333333333334,2,5,0,3,2,3
2025-08-09,Charlton,Watford,1,0,H,1,2,0,0,3,2,5,1,6,16,0,1.2222222222222223,1.0,0.22222222222222232,1.8888888888888888,2.2222222222222223,0.1111111111111111,0.1111111111111111,4.444444444444445,3.888888888888889,4.333333333333333,3.7777777777777777,12.88888888888889,12.444444444444445,0,3,0,2,5,0
2025-08-09,Coventry,Hull,0,0,D,3,3,0,0,8,2,3,3,7,11,0,2.7777777777777777,1.6666666666666667,1.111111111111111,1.7777777777777777,2.6666666666666665,0.0,0.0,6.444444444444445,4.888888888888889,6.111111111111111,5.0,8.88888888888889,10.777777777777779,3,4,0,2,3,1
2025-08-09,Southampton,Wrexham,2,1,H,2,2,0,0,7,4,10,2,12,13,1,1.6,0.9,0.7000000000000001,1.6,2.2,0.0,0.0,6.4,2.7,5.2,2.6,10.4,10.1,4,4,1,1,2,2
2025-08-09,Middlesbrough,Swansea,1,0,H,2,5,0,0,7,2,3,1,15,15,0,1.4444444444444444,0.8888888888888888,0.5555555555555556,0.8888888888888888,2.2222222222222223,0.0,0.0,5.333333333333333,4.333333333333333,4.0,3.3333333333333335,9.0,10.666666666666666,3,5,0,2,2,2
2025-08-09,Norwich,Millwall,1,2,A,1,4,0,0,6,5,3,3,5,15,1,1.0,1.2,-0.19999999999999996,1.1111111111111112,2.2,0.1111111111111111,0.1,5.444444444444445,4.6,4.222222222222222,3.6,8.666666666666666,15.1,1,5,0,3,3,2
2025-08-09,Oxford,Portsmouth,0,1,A,1,2,0,0,8,4,4,4,15,10,0,1.1111111111111112,0.6666666666666666,0.44444444444444453,1.3333333333333333,2.4444444444444446,0.0,0.1111111111111111,4.222222222222222,4.222222222222222,4.0,2.888888888888889,10.777777777777779,11.444444444444445,1,4,0,1,2,0
2025-08-09,QPR,Preston,1,1,D,0,3,0,0,5,4,3,3,7,9,1,1.6,1.3333333333333333,0.26666666666666683,2.0,2.111111111111111,0.0,0.0,6.0,3.5555555555555554,4.5,4.222222222222222,10.9,10.11111111111111,4,4,1,1,5,0
2025-08-09,Stoke,Derby,3,1,H,1,2,0,0,7,3,7,2,12,14,1,1.6666666666666667,1.4444444444444444,0.22222222222222232,1.7777777777777777,2.7777777777777777,0.0,0.0,6.0,4.222222222222222,4.777777777777778,2.5555555555555554,10.666666666666666,13.444444444444445,1,2,1,1,5,0
2025-08-09,West Brom,Blackburn,1,0,H,2,0,1,0,3,7,5,1,13,13,0,1.2222222222222223,1.1111111111111112,0.11111111111111116,1.3333333333333333,1.7777777777777777,0.1111111111111111,0.0,6.222222222222222,5.111111111111111,5.333333333333333,4.0,10.555555555555555,12.0,1,5,0,1,4,0
2025-08-09,Sheffield United,Bristol City,1,4,A,0,0,0,0,14,3,6,5,10,10,1,1.2,1.3333333333333333,-0.1333333333333333,1.2,0.7777777777777778,0.0,0.0,8.4,5.444444444444445,4.5,4.666666666666667,9.8,9.666666666666666,4,2,3,2,1,2
2025-08-10,Leicester,Sheffield Weds,2,1,H,0,0,0,1,13,3,13,3,6,13,1,1.2222222222222223,1.1111111111111112,0.11111111111111116,2.3333333333333335,1.7777777777777777,0.0,0.2222222222222222,6.555555555555555,4.666666666666667,4.333333333333333,3.7777777777777777,11.555555555555555,10.88888888888889,2,4,0,0,3,0
2025-08-16,Derby,Coventry,3,5,A,2,5,0,0,6,5,4,10,14,11,1,1.2727272727272727,2.3636363636363638,-1.090909090909091,2.272727272727273,1.8181818181818181,0.0,0.0,5.7272727272727275,5.181818181818182,3.3636363636363638,6.090909090909091,11.636363636363637,9.909090909090908,1,5,0,3,4,0
2025-08-16,Portsmouth,Norwich,1,2,A,3,3,0,0,9,0,3,5,8,13,1,0.9,1.1818181818181819,-0.28181818181818186,2.0,2.5454545454545454,0.0,0.0,6.0,5.090909090909091,4.0,3.909090909090909,8.9,9.454545454545455,1,2,0,1,5,0
2025-08-16,Wrexham,West Brom,2,3,A,2,0,0,0,5,5,3,5,5,7,1,1.5,1.0909090909090908,0.40909090909090917,1.2,1.3636363636363635,0.1,0.09090909090909091,5.5,4.2727272727272725,4.9,3.272727272727273,7.6,8.818181818181818,1,2,2,1,5,0
2025-08-16,Blackburn,Birmingham,1,2,A,1,2,0,0,3,5,2,4,14,13,1,0.9,0.7272727272727273,0.17272727272727273,1.7,1.9090909090909092,0.1,0.09090909090909091,6.8,4.7272727272727275,3.4,2.272727272727273,10.3,11.272727272727273,1,4,0,2,5,0
2025-08-16,Bristol City,Charlton,0,0,D,0,1,0,0,4,6,1,2,9,13,0,1.4545454545454546,0.8,0.6545454545454545,2.0,1.8,0.0,0.0,5.2727272727272725,2.5,3.5454545454545454,3.5,9.818181818181818,11.2,2,1,2,0,3,0
2025-08-16,Millwall,Middlesbrough,0,3,A,4,5,0,0,6,10,1,5,16,11,0,1.2,1.5454545454545454,-0.34545454545454546,1.5,2.1818181818181817,0.0,0.09090909090909091,6.1,5.818181818181818,4.2,4.0,11.7,9.909090909090908,3,3,2,3,5,0
2025-08-16,Preston,Leicester,2,1,H,2,0,0,0,6,4,4,2,11,7,1,1.3636363636363635,1.4545454545454546,-0.09090909090909105,2.272727272727273,1.7272727272727273,0.09090909090909091,0.18181818181818182,4.818181818181818,4.363636363636363,3.3636363636363638,3.8181818181818183,10.454545454545455,11.181818181818182,1,5,0,2,4,0
2025-08-16,Sheffield Weds,Stoke,0,3,A,0,3,0,0,6,7,5,6,12,10,0,0.5,1.0,-0.5,1.2,2.0,0.0,0.09090909090909091,6.0,5.636363636363637,3.0,3.6363636363636362,11.7,10.818181818181818,0,3,0,1,2,1
2025-08-16,Swansea,Sheffield United,1,0,H,1,3,0,0,4,8,4,0,13,14,0,1.1818181818181819,1.3,-0.11818181818181817,1.9090909090909092,1.6,0.09090909090909091,0.0,5.0,7.4,3.6363636363636362,3.0,9.727272727272727,12.0,2,2,2,4,2,3
2025-08-16,Watford,QPR,2,1,H,1,2,1,0,2,4,4,3,9,9,1,1.7272727272727273,1.1,0.6272727272727272,1.4545454545454546,1.7,0.09090909090909091,0.0,5.090909090909091,4.2,6.0,3.3,11.090909090909092,10.0,2,5,0,4,4,1
2025-08-17,Ipswich,Southampton,1,1,D,2,2,0,0,4,5,1,3,7,20,1,1.7272727272727273,1.8,-0.07272727272727275,1.4545454545454546,2.4,0.0,0.1,5.2727272727272725,4.5,5.818181818181818,5.5,10.090909090909092,11.4,3,2,3,4,4,1
2025-08-17,Hull,Oxford,3,2,H,1,1,0,0,10,4,7,6,7,8,1,1.6363636363636365,1.0,0.6363636363636365,1.6363636363636365,1.2727272727272727,0.0,0.0,4.2727272727272725,3.090909090909091,4.0,3.3636363636363638,11.181818181818182,11.363636363636363,2,3,1,1,4,0
2025-08-22,Derby,Bristol City,1,1,D,3,0,0,0,4,5,2,3,15,5,1,1.2727272727272727,1.3333333333333333,-0.06060606060606055,2.272727272727273,0.7777777777777778,0.0,0.0,5.7272727272727275,5.444444444444445,3.3636363636363638,4.666666666666667,11.636363636363637,9.666666666666666,1,5,0,2,1,2
2025-08-23,Charlton,Leicester,0,1,A,2,1,0,0,13,4,7,2,18,9,0,1.2222222222222223,1.4545454545454546,-0.23232323232323226,1.8888888888888888,1.7272727272727273,0.1111111111111111,0.18181818181818182,4.444444444444445,4.363636363636363,4.333333333333333,3.8181818181818183,12.88888888888889,11.181818181818182,0,3,0,2,4,0
2025-08-23,Hull,Blackburn,0,3,A,3,3,0,0,2,1,2,6,18,19,0,1.6363636363636365,1.1111111111111112,0.5252525252525253,1.6363636363636365,1.7777777777777777,0.0,0.0,4.2727272727272725,5.111111111111111,4.0,4.0,11.181818181818182,12.0,2,3,1,1,4,0
2025-08-23,Swansea,Watford,1,1,D,3,5,0,0,7,2,2,4,11,17,1,1.1818181818181819,1.0,0.18181818181818188,1.9090909090909092,2.2222222222222223,0.09090909090909091,0.1111111111111111,5.0,3.888888888888889,3.6363636363636362,3.7777777777777777,9.727272727272727,12.444444444444445,2,2,2,2,5,0
2025-08-23,Birmingham,Oxford,1,0,H,0,0,0,0,4,1,1,1,11,17,0,2.3333333333333335,1.0,1.3333333333333335,1.8888888888888888,1.2727272727272727,0.1111111111111111,0.0,5.666666666666667,3.090909090909091,5.333333333333333,3.3636363636363638,10.88888888888889,11.363636363636363,2,5,0,1,4,0
2025-08-23,Coventry,QPR,7,1,H,1,2,0,0,9,4,8,1,15,8,1,2.7777777777777777,1.1,1.6777777777777776,1.7777777777777777,1.7,0.0,0.0,6.444444444444445,4.2,6.111111111111111,3.3,8.88888888888889,10.0,3,4,0,4,4,1
2025-08-23,Norwich,Middlesbrough,1,2,A,0,3,1,0,5,3,3,4,11,14,1,1.0,1.5454545454545454,-0.5454545454545454,1.1111111111111112,2.1818181818181817,0.1111111111111111,0.09090909090909091,5.444444444444445,5.818181818181818,4.222222222222222,4.0,8.666666666666666,9.909090909090908,1,5,0,3,5,0
2025-08-23,Preston,Ipswich,1,0,H,6,2,0,0,3,6,1,2,14,5,0,1.3636363636363635,1.6666666666666667,-0.3030303030303032,2.272727272727273,1.7777777777777777,0.09090909090909091,0.0,4.818181818181818,5.222222222222222,3.3636363636363638,4.111111111111111,10.454545454545455,11.333333333333334,1,5,0,3,2,3
2025-08-23,Sheffield United,Millwall,0,1,A,3,2,0,0,8,7,4,6,11,16,0,1.2,1.2,0.0,1.2,2.2,0.0,0.1,8.4,4.6,4.5,3.6,9.8,15.1,4,2,3,3,3,2
2025-08-23,Southampton,Stoke,1,2,A,1,3,0,1,7,3,2,4,6,12,1,1.6,1.0,0.6000000000000001,1.6,2.0,0.0,0.09090909090909091,6.4,5.636363636363637,5.2,3.6363636363636362,10.4,10.818181818181818,4,4,1,1,2,1
2025-08-23,West Brom,Portsmouth,1,1,D,2,5,0,0,2,3,3,4,10,16,1,1.2222222222222223,0.6666666666666666,0.5555555555555557,1.3333333333333333,2.4444444444444446,0.1111111111111111,0.1111111111111111,6.222222222222222,4.222222222222222,5.333333333333333,2.888888888888889,10.555555555555555,11.444444444444445,1,5,0,1,2,0
2025-08-23,Wrexham,Sheffield Weds,2,2,D,0,0,0,0,3,9,4,7,7,8,1,1.5,1.1111111111111112,0.38888888888888884,1.2,1.7777777777777777,0.1,0.2222222222222222,5.5,4.666666666666667,4.9,3.7777777777777777,7.6,10.88888888888889,1,2,2,0,3,0
2025-08-29,Leicester,Birmingham,2,0,H,3,3,0,0,1,7,2,1,11,16,0,1.2222222222222223,0.7272727272727273,0.49494949494949503,2.3333333333333335,1.9090909090909092,0.0,0.09090909090909091,6.555555555555555,4.7272727272727275,4.333333333333333,2.272727272727273,11.555555555555555,11.272727272727273,2,4,0,2,5,0
2025-08-30,Middlesbrough,Sheffield United,1,0,H,0,3,0,0,5,9,6,0,5,13,0,1.4444444444444444,1.3,0.14444444444444438,0.8888888888888888,1.6,0.0,0.0,5.333333333333333,7.4,4.0,3.0,9.0,12.0,3,5,0,4,2,3
2025-08-30,QPR,Charlton,3,1,H,2,2,0,0,1,2,6,3,16,7,1,1.6,0.8,0.8,2.0,1.8,0.0,0.0,6.0,2.5,4.5,3.5,10.9,11.2,4,4,1,0,3,0
2025-08-30,Stoke,West Brom,0,1,A,1,2,0,0,5,5,3,3,7,11,0,1.6666666666666667,1.0909090909090908,0.5757575757575759,1.7777777777777777,1.3636363636363635,0.0,0.09090909090909091,6.0,4.2727272727272725,4.777777777777778,3.272727272727273,10.666666666666666,8.818181818181818,1,2,1,1,5,0
2025-08-30,Blackburn,Norwich,0,2,A,2,0,1,0,3,9,3,4,9,7,0,0.9,1.1818181818181819,-0.28181818181818186,1.7,2.5454545454545454,0.1,0.0,6.8,5.090909090909091,3.4,3.909090909090909,10.3,9.454545454545455,1,4,0,1,5,0
2025-08-30,Bristol City,Hull,4,2,H,1,1,0,0,8,5,5,9,7,8,1,1.4545454545454546,1.6666666666666667,-0.21212121212121215,2.0,2.6666666666666665,0.0,0.0,5.2727272727272725,4.888888888888889,3.5454545454545454,5.0,9.818181818181818,10.777777777777779,2,1,2,2,3,1
2025-08-30,Ipswich,Derby,2,2,D,2,7,0,0,6,3,5,2,14,14,1,1.7272727272727273,1.4444444444444444,0.2828282828282829,1.4545454545454546,2.7777777777777777,0.0,0.0,5.2727272727272725,4.222222222222222,5.818181818181818,2.5555555555555554,10.090909090909092,13.444444444444445,3,2,3,1,5,0
2025-08-30,Millwall,Wrexham,0,2,A,1,3,0,0,5,2,2,3,10,13,0,1.2,0.9,0.29999999999999993,1.5,2.2,0.0,0.0,6.1,2.7,4.2,2.6,11.7,10.1,3,3,2,1,2,2
2025-08-30,Oxford,Coventry,2,2,D,1,2,0,0,0,5,3,6,13,10,1,1.1111111111111112,2.3636363636363638,-1.2525252525252526,1.3333333333333333,1.8181818181818181,0.0,0.0,4.222222222222222,5.181818181818182,4.0,6.090909090909091,10.777777777777779,9.909090909090908,1,4,0,3,4,0
2025-08-30,Portsmouth,Preston,1,0,H,1,2,0,0,6,4,2,2,11,7,0,0.9,1.3333333333333333,-0.43333333333333324,2.0,2.111111111111111,0.0,0.0,6.0,3.5555555555555554,4.0,4.222222222222222,8.9,10.11111111111111,1,2,0,1,5,0
2025-08-30,Sheffield Weds,Swansea,0,2,A,0,2,0,0,2,7,1,8,14,10,0,0.5,0.8888888888888888,-0.38888888888888884,1.2,2.2222222222222223,0.0,0.0,6.0,4.333333333333333,3.0,3.3333333333333335,11.7,10.666666666666666,0,3,0,2,2,2
2025-08-30,Watford,Southampton,2,2,D,2,5,0,0,4,5,4,7,14,12,1,1.7272727272727273,1.8,-0.07272727272727275,1.4545454545454546,2.4,0.09090909090909091,0.1,5.090909090909091,4.5,6.0,5.5,11.090909090909092,11.4,2,5,0,4,4,1
2025-09-12,Ipswich,Sheffield United,5,0,H,0,2,0,0,3,5,11,2,11,15,0,1.7272727272727273,1.3,0.42727272727272725,1.4545454545454546,1.6,0.0,0.0,5.2727272727272725,7.4,5.818181818181818,3.0,10.090909090909092,12.0,3,2,3,4,2,3
2025-09-13,Charlton,Millwall,1,1,D,1,1,1,0,3,4,3,3,12,18,1,1.2222222222222223,1.2,0.022222222222222365,1.8888888888888888,2.2,0.1111111111111111,0.1,4.444444444444445,4.6,4.333333333333333,3.6,12.88888888888889,15.1,0,3,0,3,3,2
2025-09-13,Oxford,Leicester,2,2,D,1,2,0,1,4,4,2,5,10,11,1,1.1111111111111112,1.4545454545454546,-0.3434343434343434,1.3333333333333333,1.7272727272727273,0.0,0.18181818181818182,4.222222222222222,4.363636363636363,4.0,3.8181818181818183,10.777777777777779,11.181818181818182,1,4,0,2,4,0
2025-09-13,Preston,Middlesbrough,2,2,D,1,3,0,0,3,4,2,3,13,7,1,1.3636363636363635,1.5454545454545454,-0.18181818181818188,2.272727272727273,2.1818181818181817,0.09090909090909091,0.09090909090909091,4.818181818181818,5.818181818181818,3.3636363636363638,4.0,10.454545454545455,9.909090909090908,1,5,0,3,5,0
2025-09-13,Coventry,Norwich,1,1,D,2,6,0,0,11,2,4,1,12,7,1,2.7777777777777777,1.1818181818181819,1.5959595959595958,1.7777777777777777,2.5454545454545454,0.0,0.0,6.444444444444445,5.090909090909091,6.111111111111111,3.909090909090909,8.88888888888889,9.454545454545455,3,4,0,1,5,0
