Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HY,AY,HR,AR,HC,AC,HST,AST,HF,AF,BTTS,HomeGoalsAvg,AwayGoalsAvg,GoalDiff,HY_avg,AY_avg,HR_avg,AR_avg,HC_avg,AC_avg,HST_avg,AST_avg,HF_avg,AF_avg,Home_Win_Streak,Home_BTTS_Streak,Home_CleanSheet_Streak,Away_Win_Streak,Away_BTTS_Streak,Away_CleanSheet_Streak
2025-11-02,Lille,Angers,1,0,H,1,0,0,0,9,2,4,1,10,10,0,2.0,0.625,1.375,1.75,1.25,0.125,0.0,6.0,2.625,5.0,2.5,12.0,9.75,4,1,3,3,1,3
2025-11-02,Nantes,Metz,0,2,A,1,3,0,0,8,5,4,7,8,8,0,1.0,1.25,-0.25,1.625,1.625,0.0,0.25,3.125,4.125,3.0,3.25,11.375,10.0,0,3,0,2,3,1
2025-11-02,Toulouse,Le Havre,0,0,D,1,2,0,0,10,2,2,3,12,14,0,1.75,0.5714285714285714,1.1785714285714286,1.5,1.5714285714285714,0.0,0.14285714285714285,5.125,3.5714285714285716,4.75,3.0,13.75,13.285714285714286,1,2,2,0,1,2
2025-11-02,Brest,Lyon,0,0,D,1,0,0,1,12,2,3,2,19,6,0,1.5,1.0,0.5,1.375,2.25,0.125,0.5,5.5,6.75,4.875,4.25,13.375,15.25,3,2,2,1,1,3
2025-11-07,Paris FC,Rennes,0,1,A,4,2,0,0,8,9,4,3,9,13,0,1.7142857142857142,1.125,0.5892857142857142,2.4285714285714284,1.625,0.14285714285714285,0.375,6.142857142857143,5.375,4.142857142857143,3.375,11.714285714285714,10.375,1,2,2,4,2,2
2025-11-08,Marseille,Brest,3,0,H,0,1,0,0,6,2,7,2,12,10,0,3.2857142857142856,1.1428571428571428,2.142857142857143,1.8571428571428572,2.0,0.0,0.14285714285714285,5.428571428571429,2.7142857142857144,6.571428571428571,2.7142857142857144,12.857142857142858,12.285714285714286,3,2,2,3,2,2
2025-11-08,Le Havre,Nantes,1,1,D,3,3,0,0,8,3,4,2,15,13,1,1.125,0.7142857142857143,0.4107142857142857,1.625,1.8571428571428572,0.0,0.14285714285714285,5.25,3.142857142857143,4.25,2.0,14.375,11.571428571428571,0,1,2,0,3,0
2025-11-08,Monaco,Lens,1,4,A,1,2,1,0,5,4,6,12,15,19,1,2.0,1.5,0.5,1.75,2.125,0.25,0.25,4.375,4.75,4.5,4.75,11.625,14.0,1,2,1,5,3,2
2025-11-09,Lorient,Toulouse,1,1,D,0,4,0,0,6,4,2,2,6,18,1,2.125,1.0,1.125,2.125,3.4285714285714284,0.0,0.14285714285714285,2.875,4.142857142857143,5.125,3.0,10.625,15.142857142857142,2,3,1,1,2,2
2025-11-09,Angers,Auxerre,2,0,H,2,2,0,0,3,3,5,5,19,14,0,1.1428571428571428,0.5714285714285714,0.5714285714285714,1.5714285714285714,2.0,0.14285714285714285,0.14285714285714285,4.428571428571429,4.142857142857143,4.0,4.0,13.0,14.0,3,1,3,1,2,1
2025-11-09,Metz,Nice,2,1,H,2,4,0,0,6,3,2,4,12,19,1,0.7142857142857143,1.1428571428571428,-0.4285714285714285,1.2857142857142858,2.7142857142857144,0.14285714285714285,0.14285714285714285,4.142857142857143,4.714285714285714,2.857142857142857,2.857142857142857,12.285714285714286,13.285714285714286,2,3,1,0,3,0
2025-11-09,Strasbourg,Lille,2,0,H,4,3,0,1,1,4,2,4,9,20,0,2.0,1.8571428571428572,0.1428571428571428,1.8571428571428572,2.857142857142857,0.14285714285714285,0.2857142857142857,4.0,6.857142857142857,5.857142857142857,5.0,10.857142857142858,14.285714285714286,1,2,1,4,1,3
2025-11-09,Lyon,Paris SG,2,3,A,5,2,1,0,5,5,2,4,10,8,1,1.8571428571428572,1.875,-0.017857142857142794,1.5714285714285714,1.0,0.14285714285714285,0.0,6.285714285714286,5.75,4.857142857142857,5.75,13.857142857142858,10.0,1,1,3,4,1,3
2025-11-21,Nice,Marseille,1,5,A,2,2,0,0,8,6,7,11,9,10,1,1.375,1.5,-0.125,1.75,2.25,0.125,0.25,5.125,5.75,4.875,5.0,11.625,11.0,0,3,0,3,2,2
2025-11-22,Lens,Strasbourg,1,0,H,2,3,1,1,3,1,5,1,13,13,0,2.0,1.375,0.625,1.8571428571428572,2.5,0.14285714285714285,0.375,8.142857142857142,2.625,5.714285714285714,3.0,11.571428571428571,13.0,5,3,2,1,2,1
2025-11-22,Rennes,Monaco,4,1,H,0,1,0,1,4,6,9,3,3,13,1,2.142857142857143,1.4285714285714286,0.7142857142857142,2.0,3.2857142857142856,0.14285714285714285,0.2857142857142857,5.285714285714286,4.285714285714286,5.857142857142857,3.4285714285714284,12.0,14.714285714285714,4,2,2,1,2,1
2025-11-22,Paris SG,Le Havre,3,0,H,2,1,0,0,6,4,11,4,10,8,0,2.4285714285714284,0.5714285714285714,1.857142857142857,1.2857142857142858,1.5714285714285714,0.0,0.14285714285714285,7.142857142857143,3.5714285714285716,7.857142857142857,3.0,10.428571428571429,13.285714285714286,4,1,3,0,1,2
2025-11-23,Auxerre,Lyon,0,0,D,1,3,0,0,7,11,5,7,10,11,0,0.875,1.0,-0.125,2.25,2.25,0.375,0.5,5.25,6.75,3.375,4.25,13.125,15.25,1,2,1,1,1,3
2025-11-23,Brest,Metz,3,2,H,2,3,0,0,6,2,7,3,11,8,1,1.5,1.25,0.25,1.375,1.625,0.125,0.25,5.5,4.125,4.875,3.25,13.375,10.0,3,2,2,2,3,1
2025-11-23,Nantes,Lorient,1,1,D,1,1,0,0,1,1,1,1,17,17,1,1.0,0.2857142857142857,0.7142857142857143,1.625,2.142857142857143,0.0,0.14285714285714285,3.125,3.5714285714285716,3.0,2.7142857142857144,11.375,11.0,0,3,0,2,3,1
2025-11-23,Toulouse,Angers,0,1,A,1,3,0,0,11,1,6,2,15,15,0,1.75,0.625,1.125,1.5,1.25,0.0,0.0,5.125,2.625,4.75,2.5,13.75,9.75,1,2,2,3,1,3
2025-11-23,Lille,Paris FC,4,2,H,1,2,0,0,9,4,10,3,9,12,1,2.0,1.125,0.875,1.75,1.5,0.125,0.125,6.0,3.25,5.0,3.375,12.0,11.375,4,1,3,1,2,2
2025-11-28,Metz,Rennes,0,1,A,0,0,0,0,6,3,5,2,9,8,0,0.7142857142857143,1.125,-0.4107142857142857,1.2857142857142858,1.625,0.14285714285714285,0.375,4.142857142857143,5.375,2.857142857142857,3.375,12.285714285714286,10.375,2,3,1,4,2,2
2025-11-29,Monaco,Paris SG,1,0,H,3,1,1,0,4,4,5,4,10,13,0,2.0,1.875,0.125,1.75,1.0,0.25,0.0,4.375,5.75,4.5,5.75,11.625,10.0,1,2,1,4,1,3
2025-11-29,Paris FC,Auxerre,1,1,D,2,1,0,0,4,3,2,3,11,17,1,1.7142857142857142,0.5714285714285714,1.1428571428571428,2.4285714285714284,2.0,0.14285714285714285,0.14285714285714285,6.142857142857143,4.142857142857143,4.142857142857143,4.0,11.714285714285714,14.0,1,2,2,1,2,1
2025-11-29,Marseille,Toulouse,2,2,D,2,1,0,0,9,1,5,4,7,10,1,3.2857142857142856,1.0,2.2857142857142856,1.8571428571428572,3.4285714285714284,0.0,0.14285714285714285,5.428571428571429,4.142857142857143,6.571428571428571,3.0,12.857142857142858,15.142857142857142,3,2,2,1,2,2
2025-11-30,Strasbourg,Brest,1,2,A,0,3,0,0,5,0,6,4,12,14,1,2.0,1.1428571428571428,0.8571428571428572,1.8571428571428572,2.0,0.14285714285714285,0.14285714285714285,4.0,2.7142857142857144,5.857142857142857,2.7142857142857144,10.857142857142858,12.285714285714286,1,2,1,3,2,2
2025-11-30,Angers,Lens,1,2,A,1,1,0,0,2,8,5,6,7,11,1,1.1428571428571428,1.5,-0.3571428571428572,1.5714285714285714,2.125,0.14285714285714285,0.25,4.428571428571429,4.75,4.0,4.75,13.0,14.0,3,1,3,5,3,2
2025-11-30,Le Havre,Lille,0,1,A,1,3,0,1,6,2,7,2,15,13,0,1.125,1.8571428571428572,-0.7321428571428572,1.625,2.857142857142857,0.0,0.2857142857142857,5.25,6.857142857142857,4.25,5.0,14.375,14.285714285714286,0,1,2,4,1,3
2025-11-30,Lorient,Nice,3,1,H,1,2,0,0,3,7,7,2,7,11,1,2.125,1.1428571428571428,0.9821428571428572,2.125,2.7142857142857144,0.0,0.14285714285714285,2.875,4.714285714285714,5.125,2.857142857142857,10.625,13.285714285714286,2,3,1,0,3,0
2025-11-30,Lyon,Nantes,3,0,H,1,2,0,1,7,0,8,2,14,9,0,1.8571428571428572,0.7142857142857143,1.1428571428571428,1.5714285714285714,1.8571428571428572,0.14285714285714285,0.14285714285714285,6.285714285714286,3.142857142857143,4.857142857142857,2.0,13.857142857142858,11.571428571428571,1,1,3,0,3,0
2025-12-05,Brest,Monaco,1,0,H,2,4,1,0,2,3,4,2,17,15,0,1.5,1.4285714285714286,0.0714285714285714,1.375,3.2857142857142856,0.125,0.2857142857142857,5.5,4.285714285714286,4.875,3.4285714285714284,13.375,14.714285714285714,3,2,2,1,2,1
2025-12-05,Lille,Marseille,1,0,H,1,1,0,0,2,5,2,2,9,11,0,2.0,1.5,0.5,1.75,2.25,0.125,0.25,6.0,5.75,5.0,5.0,12.0,11.0,4,1,3,3,2,2
2025-12-06,Nantes,Lens,1,2,A,2,0,0,0,1,12,4,6,8,13,1,1.0,1.5,-0.5,1.625,2.125,0.0,0.25,3.125,4.75,3.0,4.75,11.375,14.0,0,3,0,5,3,2
2025-12-06,Toulouse,Strasbourg,1,0,H,3,3,0,0,1,2,3,0,21,13,0,1.75,1.375,0.375,1.5,2.5,0.0,0.375,5.125,2.625,4.75,3.0,13.75,13.0,1,2,2,1,2,1
2025-12-06,Paris SG,Rennes,5,0,H,0,3,0,1,8,6,9,2,9,5,0,2.4285714285714284,1.125,1.3035714285714284,1.2857142857142858,1.625,0.0,0.375,7.142857142857143,5.375,7.857142857142857,3.375,10.428571428571429,10.375,4,1,3,4,2,2
2025-12-07,Nice,Angers,0,1,A,1,1,1,0,4,1,3,4,11,9,0,1.375,0.625,0.75,1.75,1.25,0.125,0.0,5.125,2.625,4.875,2.5,11.625,9.75,0,3,0,3,1,3
2025-12-07,Auxerre,Metz,3,1,H,2,1,0,0,5,3,7,3,10,12,1,0.875,1.25,-0.375,2.25,1.625,0.375,0.25,5.25,4.125,3.375,3.25,13.125,10.0,1,2,1,2,3,1
2025-12-07,Le Havre,Paris FC,0,0,D,0,2,0,0,7,2,2,2,10,13,0,1.125,1.125,0.0,1.625,1.5,0.0,0.125,5.25,3.25,4.25,3.375,14.375,11.375,0,1,2,1,2,2
2025-12-07,Lorient,Lyon,1,0,H,2,2,0,1,1,7,6,4,12,21,0,2.125,1.0,1.125,2.125,2.25,0.0,0.5,2.875,6.75,5.125,4.25,10.625,15.25,2,3,1,1,1,3
2025-08-15,Girona,Vallecano,1,3,A,0,1,1,0,2,4,2,5,8,17,1,1.0,1.0,0.0,2.0,2.7777777777777777,0.625,0.2222222222222222,5.625,4.888888888888889,3.375,3.3333333333333335,9.625,14.88888888888889,1,3,1,0,1,2
2025-08-15,Villarreal,Oviedo,2,0,H,1,2,0,1,10,1,10,4,10,8,0,2.5,0.7142857142857143,1.7857142857142856,1.5,2.5714285714285716,0.0,0.42857142857142855,5.875,3.0,6.5,3.0,12.125,12.571428571428571,5,2,3,0,0,3
2025-08-16,Mallorca,Barcelona,0,3,A,4,1,2,0,3,6,1,8,8,17,0,1.0,2.625,-1.625,2.142857142857143,2.5,0.2857142857142857,0.25,3.0,6.5,3.2857142857142856,7.75,11.571428571428571,9.5,1,2,2,5,4,1
2025-08-16,Alaves,Levante,2,1,H,0,1,0,0,10,1,4,3,15,13,1,1.25,1.1111111111111112,0.13888888888888884,1.875,2.111111111111111,0.125,0.0,5.75,2.5555555555555554,3.5,3.6666666666666665,15.75,12.666666666666666,2,2,1,0,2,0
2025-08-16,Valencia,Sociedad,1,1,D,1,2,0,0,8,7,2,3,5,11,1,1.25,1.0,0.25,2.125,2.75,0.0,0.0,6.125,5.875,3.625,4.75,13.0,14.875,1,3,1,2,4,0
2025-08-17,Celta,Getafe,0,2,A,3,2,0,0,9,3,3,3,15,17,0,0.875,0.75,0.125,1.5,2.625,0.125,0.125,5.375,5.25,3.625,2.5,11.0,14.25,3,2,2,2,1,1
2025-08-17,Ath Bilbao,Sevilla,3,2,H,0,2,0,0,10,1,3,6,8,12,1,1.0,1.25,-0.25,1.7777777777777777,3.25,0.0,0.0,5.777777777777778,5.0,4.222222222222222,3.0,13.777777777777779,13.875,3,0,3,1,2,1
2025-08-17,Espanol,Ath Madrid,2,1,H,3,3,0,0,1,3,5,4,14,11,1,1.4444444444444444,1.0,0.4444444444444444,2.4444444444444446,2.0,0.2222222222222222,0.25,4.666666666666667,5.0,4.888888888888889,4.125,13.444444444444445,12.5,3,2,2,3,2,2
2025-08-18,Elche,Betis,1,1,D,0,1,0,0,1,3,2,4,14,13,1,1.5,1.5714285714285714,-0.0714285714285714,1.625,2.5714285714285716,0.125,0.0,3.25,5.142857142857143,5.0,3.857142857142857,13.125,11.571428571428571,1,3,1,2,3,2
2025-08-19,Real Madrid,Osasuna,1,0,H,1,0,0,1,7,0,5,0,10,12,0,2.0,0.375,1.625,2.7142857142857144,2.25,0.5714285714285714,0.25,6.714285714285714,3.25,7.428571428571429,2.375,10.428571428571429,12.5,1,2,2,1,2,2
2025-08-22,Betis,Alaves,1,0,H,2,3,0,0,5,2,5,5,10,17,0,1.75,0.42857142857142855,1.3214285714285714,2.0,3.0,0.125,0.0,4.75,4.714285714285714,5.5,3.2857142857142856,9.25,17.0,2,3,2,2,2,1
2025-08-23,Mallorca,Celta,1,1,D,3,3,0,0,3,4,4,2,12,12,1,1.0,1.5714285714285714,-0.5714285714285714,2.142857142857143,2.4285714285714284,0.2857142857142857,0.0,3.0,3.142857142857143,3.2857142857142856,4.142857142857143,11.571428571428571,13.428571428571429,1,2,2,3,2,2
2025-08-23,Ath Madrid,Elche,1,1,D,0,3,0,0,10,2,6,2,14,7,1,2.5,0.8571428571428571,1.6428571428571428,1.75,2.0,0.0,0.14285714285714285,9.25,3.0,7.125,3.142857142857143,9.75,12.857142857142858,3,2,2,1,3,1
2025-08-23,Levante,Barcelona,2,3,A,3,1,0,0,0,11,5,10,10,8,1,1.0,2.625,-1.625,2.0,2.5,0.16666666666666666,0.25,4.0,6.5,3.3333333333333335,7.75,11.666666666666666,9.5,0,2,0,5,4,1
2025-08-24,Osasuna,Valencia,1,0,H,2,1,0,1,3,4,4,1,14,13,0,1.5714285714285714,0.5714285714285714,1.0,2.2857142857142856,1.5714285714285714,0.14285714285714285,0.14285714285714285,3.0,3.4285714285714284,4.714285714285714,2.142857142857143,13.571428571428571,11.142857142857142,1,2,2,1,3,1
2025-08-24,Sociedad,Espanol,2,2,D,2,2,0,0,5,2,7,3,16,18,1,1.5714285714285714,1.0,0.5714285714285714,1.8571428571428572,1.3333333333333333,0.0,0.0,7.142857142857143,3.8333333333333335,4.714285714285714,3.8333333333333335,16.142857142857142,14.0,2,4,0,3,2,2
2025-08-24,Villarreal,Girona,5,0,H,1,2,0,0,8,1,7,2,8,9,0,2.5,0.7142857142857143,1.7857142857142856,1.5,2.4285714285714284,0.0,0.0,5.875,2.142857142857143,6.5,4.142857142857143,12.125,12.0,5,2,3,1,3,1
2025-08-24,Oviedo,Real Madrid,0,3,A,2,1,0,0,1,9,3,10,8,7,0,0.25,2.0,-1.75,1.875,1.1111111111111112,0.375,0.1111111111111111,4.625,6.0,2.625,6.888888888888889,10.75,8.88888888888889,0,0,3,1,2,2
2025-08-25,Ath Bilbao,Vallecano,1,0,H,0,4,0,0,3,6,4,1,13,13,0,1.0,1.0,0.0,1.7777777777777777,2.7777777777777777,0.0,0.2222222222222222,5.777777777777778,4.888888888888889,4.222222222222222,3.3333333333333335,13.777777777777779,14.88888888888889,3,0,3,0,1,2
2025-08-25,Sevilla,Getafe,1,2,A,2,2,0,0,5,3,3,6,10,24,1,1.4285714285714286,0.75,0.6785714285714286,3.4285714285714284,2.625,0.14285714285714285,0.125,5.285714285714286,5.25,3.4285714285714284,2.5,17.0,14.25,1,2,1,2,1,1
2025-08-27,Celta,Betis,1,1,D,1,2,0,0,10,4,5,2,13,11,1,0.875,1.5714285714285714,-0.6964285714285714,1.5,2.5714285714285716,0.125,0.0,5.375,5.142857142857143,3.625,3.857142857142857,11.0,11.571428571428571,3,2,2,2,3,2
2025-08-29,Elche,Levante,2,0,H,1,2,0,0,4,2,5,1,14,17,0,1.5,1.1111111111111112,0.38888888888888884,1.625,2.111111111111111,0.125,0.0,3.25,2.5555555555555554,5.0,3.6666666666666665,13.125,12.666666666666666,1,3,1,0,2,0
2025-08-29,Valencia,Getafe,3,0,H,2,0,0,0,8,6,4,1,18,7,0,1.25,0.75,0.5,2.125,2.625,0.0,0.125,6.125,5.25,3.625,2.5,13.0,14.25,1,3,1,2,1,1
2025-08-30,Alaves,Ath Madrid,1,1,D,2,3,0,0,1,6,2,6,10,17,1,1.25,1.0,0.25,1.875,2.0,0.125,0.25,5.75,5.0,3.5,4.125,15.75,12.5,2,2,1,3,2,2
2025-08-30,Oviedo,Sociedad,1,0,H,2,1,0,0,1,10,1,6,7,18,0,0.25,1.0,-0.75,1.875,2.75,0.375,0.0,4.625,5.875,2.625,4.75,10.75,14.875,0,0,3,2,4,0
2025-08-30,Girona,Sevilla,0,2,A,0,2,0,0,11,3,5,4,5,14,0,1.0,1.25,-0.25,2.0,3.25,0.625,0.0,5.625,5.0,3.375,3.0,9.625,13.875,1,3,1,1,2,1
2025-08-30,Real Madrid,Mallorca,2,1,H,2,0,0,0,4,5,7,5,12,7,1,2.0,1.0,1.0,2.7142857142857144,2.0,0.5714285714285714,0.125,6.714285714285714,3.875,7.428571428571429,4.5,10.428571428571429,11.5,1,2,2,1,2,2
2025-08-31,Celta,Villarreal,1,1,D,1,1,0,0,1,5,2,3,11,8,1,0.875,1.5714285714285714,-0.6964285714285714,1.5,3.5714285714285716,0.125,0.14285714285714285,5.375,2.857142857142857,3.625,3.4285714285714284,11.0,13.142857142857142,3,2,2,5,2,3
2025-08-31,Betis,Ath Bilbao,1,2,A,1,4,0,1,4,10,2,6,9,16,1,1.75,0.8571428571428571,0.8928571428571429,2.0,2.142857142857143,0.125,0.42857142857142855,4.75,4.857142857142857,5.5,3.7142857142857144,9.25,12.714285714285714,2,3,2,3,0,3
2025-08-31,Espanol,Osasuna,1,0,H,2,3,0,0,2,3,4,3,13,14,0,1.4444444444444444,0.375,1.0694444444444444,2.4444444444444446,2.25,0.2222222222222222,0.25,4.666666666666667,3.25,4.888888888888889,2.375,13.444444444444445,12.5,3,2,2,1,2,2
2025-08-31,Vallecano,Barcelona,1,1,D,4,1,0,0,9,4,6,3,16,8,1,0.6666666666666666,2.625,-1.9583333333333335,2.1666666666666665,2.5,0.16666666666666666,0.25,8.0,6.5,5.166666666666667,7.75,12.833333333333334,9.5,0,1,2,5,4,1
2025-09-12,Sevilla,Elche,2,2,D,4,3,0,0,2,2,3,2,23,19,1,1.4285714285714286,0.8571428571428571,0.5714285714285715,3.4285714285714284,2.0,0.14285714285714285,0.14285714285714285,5.285714285714286,3.0,3.4285714285714284,3.142857142857143,17.0,12.857142857142858,1,2,1,1,3,1
2025-09-13,Getafe,Oviedo,2,0,H,2,5,0,1,4,3,3,1,12,18,0,1.0,0.7142857142857143,0.2857142857142857,2.4285714285714284,2.5714285714285716,0.2857142857142857,0.42857142857142855,4.285714285714286,3.0,2.857142857142857,3.0,16.0,12.571428571428571,2,1,1,0,0,3
2025-09-13,Sociedad,Real Madrid,1,2,A,2,1,0,1,12,4,4,6,17,7,1,1.5714285714285714,2.0,-0.4285714285714286,1.8571428571428572,1.1111111111111112,0.0,0.1111111111111111,7.142857142857143,6.0,4.714285714285714,6.888888888888889,16.142857142857142,8.88888888888889,2,4,0,1,2,2
2025-09-13,Ath Bilbao,Alaves,0,1,A,4,3,0,0,6,6,3,2,17,21,0,1.0,0.42857142857142855,0.5714285714285714,1.7777777777777777,3.0,0.0,0.0,5.777777777777778,4.714285714285714,4.222222222222222,3.2857142857142856,13.777777777777779,17.0,3,0,3,2,2,1
2025-09-13,Ath Madrid,Villarreal,2,0,H,2,4,0,0,8,3,3,1,12,15,0,2.5,1.5714285714285714,0.9285714285714286,1.75,3.5714285714285716,0.0,0.14285714285714285,9.25,2.857142857142857,7.125,3.4285714285714284,9.75,13.142857142857142,3,2,2,5,2,3
2025-09-14,Celta,Girona,1,1,D,0,3,0,0,10,3,7,8,7,9,1,0.875,0.7142857142857143,0.1607142857142857,1.5,2.4285714285714284,0.125,0.0,5.375,2.142857142857143,3.625,4.142857142857143,11.0,12.0,3,2,2,1,3,1
2025-09-14,Levante,Betis,2,2,D,3,2,0,0,4,12,2,9,16,11,1,1.0,1.5714285714285714,-0.5714285714285714,2.0,2.5714285714285716,0.16666666666666666,0.0,4.0,5.142857142857143,3.3333333333333335,3.857142857142857,11.666666666666666,11.571428571428571,0,2,0,2,3,2
2025-09-14,Osasuna,Vallecano,2,0,H,3,2,0,0,3,6,7,6,13,7,0,1.5714285714285714,1.0,0.5714285714285714,2.2857142857142856,2.7777777777777777,0.14285714285714285,0.2222222222222222,3.0,4.888888888888889,4.714285714285714,3.3333333333333335,13.571428571428571,14.88888888888889,1,2,2,0,1,2
2025-09-14,Barcelona,Valencia,6,0,H,0,1,0,0,5,4,10,1,9,8,0,3.25,0.5714285714285714,2.678571428571429,0.875,1.5714285714285714,0.0,0.14285714285714285,6.5,3.4285714285714284,7.75,2.142857142857143,9.625,11.142857142857142,5,4,1,1,3,1
2025-09-15,Espanol,Mallorca,3,2,H,2,1,1,0,3,9,3,10,9,16,1,1.4444444444444444,1.0,0.4444444444444444,2.4444444444444446,2.0,0.2222222222222222,0.125,4.666666666666667,3.875,4.888888888888889,4.5,13.444444444444445,11.5,3,2,2,1,2,2
2025-09-19,Betis,Sociedad,3,1,H,3,7,0,0,3,5,6,5,7,20,1,1.75,1.0,0.75,2.0,2.75,0.125,0.0,4.75,5.875,5.5,4.75,9.25,14.875,2,3,2,2,4,0
2025-09-20,Girona,Levante,0,4,A,4,3,2,0,5,4,1,7,11,17,0,1.0,1.1111111111111112,-0.11111111111111116,2.0,2.111111111111111,0.625,0.0,5.625,2.5555555555555554,3.375,3.6666666666666665,9.625,12.666666666666666,1,3,1,0,2,0
2025-09-20,Real Madrid,Espanol,2,0,H,2,0,0,0,5,3,5,1,10,20,0,2.0,1.0,1.0,2.7142857142857144,1.3333333333333333,0.5714285714285714,0.0,6.714285714285714,3.8333333333333335,7.428571428571429,3.8333333333333335,10.428571428571429,14.0,1,2,2,3,2,2
2025-09-20,Alaves,Sevilla,1,2,A,1,7,0,0,4,4,5,3,20,19,1,1.25,1.25,0.0,1.875,3.25,0.125,0.0,5.75,5.0,3.5,3.0,15.75,13.875,2,2,1,1,2,1
2025-09-20,Villarreal,Osasuna,2,1,H,2,3,0,1,7,0,8,3,10,11,1,2.5,0.375,2.125,1.5,2.25,0.0,0.25,5.875,3.25,6.5,2.375,12.125,12.5,5,2,3,1,2,2
2025-09-20,Valencia,Ath Bilbao,2,0,H,1,1,0,1,5,6,5,5,13,6,0,1.25,0.8571428571428571,0.3928571428571429,2.125,2.142857142857143,0.0,0.42857142857142855,6.125,4.857142857142857,3.625,3.7142857142857144,13.0,12.714285714285714,1,3,1,3,0,3
2025-09-21,Vallecano,Celta,1,1,D,1,1,0,0,5,7,5,5,8,10,1,0.6666666666666666,1.5714285714285714,-0.9047619047619048,2.1666666666666665,2.4285714285714284,0.16666666666666666,0.0,8.0,3.142857142857143,5.166666666666667,4.142857142857143,12.833333333333334,13.428571428571429,0,1,2,3,2,2
2025-09-21,Mallorca,Ath Madrid,1,1,D,0,0,0,1,3,6,3,7,14,6,1,1.0,1.0,0.0,2.142857142857143,2.0,0.2857142857142857,0.25,3.0,5.0,3.2857142857142856,4.125,11.571428571428571,12.5,1,2,2,3,2,2
2025-09-21,Elche,Oviedo,1,0,H,2,2,0,0,3,3,5,4,9,18,0,1.5,0.7142857142857143,0.7857142857142857,1.625,2.5714285714285716,0.125,0.42857142857142855,3.25,3.0,5.0,3.0,13.125,12.571428571428571,1,3,1,0,0,3
2025-09-21,Barcelona,Getafe,3,0,H,2,4,0,0,3,2,7,2,9,15,0,3.25,0.75,2.5,0.875,2.625,0.0,0.125,6.5,5.25,7.75,2.5,9.625,14.25,5,4,1,2,1,1
2025-09-23,Ath Bilbao,Girona,1,1,D,0,2,0,0,8,1,5,3,19,15,1,1.0,0.7142857142857143,0.2857142857142857,1.7777777777777777,2.4285714285714284,0.0,0.0,5.777777777777778,2.142857142857143,4.222222222222222,4.142857142857143,13.777777777777779,12.0,3,0,3,1,3,1
2025-09-23,Espanol,Valencia,2,2,D,1,4,0,0,8,3,10,2,9,9,1,1.4444444444444444,0.5714285714285714,0.873015873015873,2.4444444444444446,1.5714285714285714,0.2222222222222222,0.14285714285714285,4.666666666666667,3.4285714285714284,4.888888888888889,2.142857142857143,13.444444444444445,11.142857142857142,3,2,2,1,3,1
2025-09-23,Levante,Real Madrid,1,4,A,1,1,0,0,1,7,2,10,17,9,1,1.0,2.0,-1.0,2.0,1.1111111111111112,0.16666666666666666,0.1111111111111111,4.0,6.0,3.3333333333333335,6.888888888888889,11.666666666666666,8.88888888888889,0,2,0,1,2,2
2025-09-23,Sevilla,Villarreal,1,2,A,2,3,0,0,3,3,2,5,17,14,1,1.4285714285714286,1.5714285714285714,-0.1428571428571428,3.4285714285714284,3.5714285714285716,0.14285714285714285,0.14285714285714285,5.285714285714286,2.857142857142857,3.4285714285714284,3.4285714285714284,17.0,13.142857142857142,1,2,1,5,2,3
2025-09-24,Getafe,Alaves,1,1,D,2,3,0,0,2,7,1,4,14,20,1,1.0,0.42857142857142855,0.5714285714285714,2.4285714285714284,3.0,0.2857142857142857,0.0,4.285714285714286,4.714285714285714,2.857142857142857,3.2857142857142856,16.0,17.0,2,1,1,2,2,1
2025-09-24,Ath Madrid,Vallecano,3,2,H,3,4,0,0,8,6,8,3,6,12,1,2.5,1.0,1.5,1.75,2.7777777777777777,0.0,0.2222222222222222,9.25,4.888888888888889,7.125,3.3333333333333335,9.75,14.88888888888889,3,2,2,0,1,2
2025-09-24,Sociedad,Mallorca,1,0,H,2,2,0,0,11,2,4,3,13,15,0,1.5714285714285714,1.0,0.5714285714285714,1.8571428571428572,2.0,0.0,0.125,7.142857142857143,3.875,4.714285714285714,4.5,16.142857142857142,11.5,2,4,0,1,2,2
2025-09-25,Osasuna,Elche,1,1,D,2,2,0,0,2,3,2,4,19,13,1,1.5714285714285714,0.8571428571428571,0.7142857142857143,2.2857142857142856,2.0,0.14285714285714285,0.14285714285714285,3.0,3.0,4.714285714285714,3.142857142857143,13.571428571428571,12.857142857142858,1,2,2,1,3,1
2025-09-25,Oviedo,Barcelona,1,3,A,1,0,0,0,6,9,3,10,10,6,1,0.25,2.625,-2.375,1.875,2.5,0.375,0.25,4.625,6.5,2.625,7.75,10.75,9.5,0,0,3,5,4,1
2025-09-26,Girona,Espanol,0,0,D,0,1,0,0,8,4,3,5,9,11,0,1.0,1.0,0.0,2.0,1.3333333333333333,0.625,0.0,5.625,3.8333333333333335,3.375,3.8333333333333335,9.625,14.0,1,3,1,3,2,2
2025-09-27,Getafe,Levante,1,1,D,4,3,0,0,6,2,4,3,15,16,1,1.0,1.1111111111111112,-0.11111111111111116,2.4285714285714284,2.111111111111111,0.2857142857142857,0.0,4.285714285714286,2.5555555555555554,2.857142857142857,3.6666666666666665,16.0,12.666666666666666,2,1,1,0,2,0
